Accessories,Body Color,Body Material,Body Type,Brand,Bundle Description,Color,Condition,Country of Manufacture,Country/Region of Manufacture,Custom Bundle,Dexterity,Features,Fingerboard,Hand,Items Included,MPN,Model,Model Year,Modification Description,Modified Item,Neck,Non-Domestic Product,Pickup,Product Line,Product Type,Right-/ Left-Handed,Serial Number,Series,Size,Soundboard Style,String Configuration,Style,Type,UPC,serial number,Price
,,,Solid,Unbranded,,,Used,,China,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,149.0
,,,,ESP,,,Used,,,,,,,,,,,,,,,,,ESP LTD,,,,,,,7 String,,,,,250.0
,Red,,Solid,Epiphone,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,T-310,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,269.99
,,,Solid,Fender,,,Used,,United States,,,,,,,Does Not Apply,Bullet H2,1981,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,461.02
,,Solid Spruce,Cutaway,Starshine,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,342.0
,Black,,,Gretsch,,,Used,,,,,,,,,,,2007,,,,,,Gretsch Electromatic,,Right-Handed,,,,,6 String,,,,,325.0
,Red,,,Ibanez,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,150.0
,Walnut Stain,Various see below.,Semi-Hollow,Gretsch,,,,,Indonesia,,,Master Volume Knob,,,,Does Not Apply,G2420T,2018,,,,,,Gretsch Streamliner,,,,,,Archtop,6 String,,,,,425.0
,,Basswood,Solid,ESP,,,Used,,,,,,,,,M-200SR,M-200SR,,Seymour Duncan humbucking pickup added,Yes,,,,ESP LTD,,Right-Handed,,,Full Size,,6 String,,,,,299.95
,Black,"Mahogany, Maple",,ESP,,,Used,,Japan,,,,,,,,Eclipes,2006,,,,,,,,Right-Handed,,,,Ebony Frets,6 String,,,,,1299.0
,Amber Flame,,Solid,Harley Benton,,,Used,,,,,,,,,,SC-550,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,375.0
,,,Solid,Cort,,,Used,,,,,,,,,,,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,Does not apply,,255.0
,RED/WHITE/BLACK STRIPES,,STERLING AX4 MUSIC MAN AXIS,STERLING BY MUSICMAN,,,Used,,Indonesia,,,,,,,,AX4,,"CUSTOM PAINTED ""RUN AROUND"" VIDEO GUITAR STRIPES",Yes,,,,,,Right-Handed,,,Full Size,,6 String,,,,,445.0
,Multi,,Solid,Vintage,,,New,,,,,,,,,,Vintage,2019,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,469.0
,Blue,,Solid,Gibson,,,Used,,United States,,,,,,,,Vintage,1984,,,,,,Gibson Flying V,,Right-Handed,,,Full Size,,6 String,,,,,899.0
,White,Maple,Solid,Fender,,,Used,,,,,,,,,Does Not Apply,Stratocaster Road Worn,2010,,,,,,Fender Stratocaster,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,750.0
,Black,,,First Act,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,49.0
,,,,Schecter,,,Used,,,,,,,,,1349,,,,,,,,,,,,,,,,,,815447026014,,1799.0
,Iced Tea,,Solid,Gibson,,,,,,,,,,,,,Les Paul Standard,2019,,,,,,Gibson Les Paul,,,,,,,6 String,,,,,1799.0
,Santana Yellow,,Solid,PRS,,,"Seller refurbished: An item that has been restored to working order by the eBay seller or a third party not approved by 

																			the manufacturer. This means the item has been inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See the seller’s listing for full details.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,"Korea, Republic of",No,,,,,,Does Not Apply,SE Santana,2019,,Yes,,No,,SE Signature Series,,Right-Handed,,,Full Size,Archtop,6 String,,,,,400.0
,,,,Gretsch,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,90.0
,,,,Epiphone,,,Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.99
,black,Solid Wood,,Ibanez,,,New,Japan,Japan,,Right-Handed,,,,,Does Not Apply,Steve vai jem10 jem 10th anniversary,1996,,,,,,,,,,,,,6 String,,,,,2225.0
,Emerald Green Metal Flake,Maple,Solid,kramer,,,Used,,,,,,,,,Does not apply,Limited Edition Pacer Vintage,,,,,,,,,,,,,,6 String,,,,,395.99
,Black,,Solid,Silvertone,,,Used,,United States,,,,,,,Does Not Apply,1303 Dan Electro,1960s 1950s,,,,,,1960s 1950s Dan Electro U2,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,1200.0
,Clear,,Solid,Fender,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,United States,,,Custom Shop Pickups,,,,,Telecaster American Standard,2016,,No,,,,American Standard,,Right-Handed,,,Full Size,,6 String,,,,,1065.0
,,,,Rickenbacker,,,Used,,,,,,,,,,,2010,,,,,,,,,,,,,6 String,,,,,1150.0
,Sienna Sunburst,,Solid,Fender,,,Used,,,,,,,,,,Stratocaster Delux,1999,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,600.0
,Sunburst,,Solid,Ovation,,,Used,,,,,,,,,Does Not Apply,Vintage,,,,,,,,,,,,,,6 String,,,Does not apply,,2550.0
,,,,Ovation,,,Used,,Japan,,,,,,,Does Not Apply,386Q,1992,,,,,,,,Right-Handed,,Pinnacle,,,6 String,,,,,138.0
,White,"Alder, Polyurethane, Rosewood",,Fender,,,Used,,Mexico,,,"Built-in Effects, Volume Knob",,,,Roadhouse Deluxe Stratocaster,Roadhouse,2013,,No,,,,Fender Stratocaster,,Right-Handed,,,Full Size,,6 String,,,,,425.0
,Pink,,Solid,Fender,,,Used,,,,,,,,,Does Not Apply,69 Telecaster,,,,,,,Fender Telecaster,,,,,,,6 String,,,Does not apply,,1200.0
,Blue,,Solid,Nash,,,Used,,United States,,,,,,,Does Not Apply,T-63,,,,,,,,,Right-Handed,,,,,6 String,,,,,1276.0
,Green,Mahogany,Solid,Firefly,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,,"Single Cut, Volume Knob, With Pickup",,,,,FFJR,2019,,No,,,,,,,,,,,6 String,,,,,165.0
,SunBurst,,Solid,Fretlight,,,,,,No,Left-Handed,"Volume Knob, With Pickup",,,,Does Not Apply,FG-621,,,No,,,,,,Left-Handed,,,Full Size,,6 String,,,does not apply,,229.0
,Black,,Solid,Fender,,,Used,,Mexico,,,,,,,Does Not Apply,Telecaster,1995,,,,,,Fender Telecaster,,Right-Handed,,,Full Size,,6 String,,,,,249.5
,Blue,,Solid,Ibanez,,,Used,,Indonesia,,Right-Handed,,,,,,jem 77,,,,,,,Ibanez JEM,,Right-Handed,,,,,6 String,,,,,879.0
,AMBER,,Solid,PRS PAUL REED SMITH,,,Used,,United States,,,,,,,Does Not Apply,Custom 22,2007,,,,,,,,Right-Handed,,,,,6 String,,,Does Not Apply,,2497.45
,Black,,Solid,Jackson,,,Used,,Japan,,,,,,,Does Not Apply,SLSMG Soloist,,,,,,,Soloist,,Right-Handed,,,Full Size,,6 String,,,,,395.0
,White Metallic,Mahogany,Solid,Dean,,,Used,,"Korea, Republic of",,,,,,,,Rusty Cooley Dean RC7x Metallic White 7 String Gu,2013,,No,,,,Dean RC7,,Right-Handed,,,Full Size,Flat Top,7 String,,,Does not apply,,269.99
,Red,Solid Wood,Solid,Gibson,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",USA,United States,,,,,,,,SG HP,2018,,,,,,Gibson SG,,Right-Handed,,,Standard,,6 String,,,,,1299.0
,White,Mahogany,Solid,Fernandes,,,Used,,,,,,,,,,Monterey,2005,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,400.0
,Turquoise,Unknown,Solid,Fender,,,Used,,Mexico,,,"Volume Knob, With Pickup",,,,,Standard Telecaster MIM,2012-2013,Joe Barden bridge,Yes,,,,Fender Telecaster,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,500.0
,Orange,Solid Wood,Solid,Peavey,,,Used,,,,Right-Handed,,,,,Does not apply,Retro Fire,,,,,,,,,,,,,,6 String,,,Does not apply,,224.99
,,,,Ibanez,,,Used,,,,,,,,,Does Not Apply,AE28,,,,,,,,,Right-Handed,,Applause,,,6 String,,,Does not apply,,107.5
,Black,Mahogany,Solid,Schecter,with Road Runner gig bag,,Used,,,Yes,,,,,,,S-1,2007,,No,,,,Diamond Series,,Right-Handed,,,Full Size,,6 String,,,,,201.5
,Flamed Natural,Solid Wood,Solid,Unbranded,,,Used,,United States,,Right-Handed,,,,,Does Not Apply,Tuxedo,,,,,,,Airline,,,,,Full Size,,6 String,,,Does not apply,,277.77
,Alpine White,Mahogany,Solid,Epiphone,,,,,,,,"EMG EMG-85 Active Neck Humbucker, EMG EMG-81 Active Bridge Humbucker",,,,EX84AWBH3,Explorer,,,,,,,,,Right-Handed,,,,,6 String,,,711106322209,,203.5
,Black,Poplar,Solid,Jackson,,,Used,,,,,"Volume Knob, With Pickup",,,,2912620503,,,,,,,,Jackson X,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,399.0
,,,,Glarry,,,New,,China,,Right-Handed,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,Does not apply,,49.99
,Red,,Solid,Teisco,,,Used,,Japan,,,,,,,Does Not Apply,Vintage,1960s,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,474.05
,,Solid Spruce Top/Solid Mahogany Back & Sides,Round Shoulder Dreadnought,Epiphone,,,,,,,,Shadow Sonic with NanoFlex undersaddle pickup,,,,EME4EBNH3,AJ-45ME,,,,,,,,,Right-Handed,,Masterbilt,,,6 String,,,711106338873,,311.5
,,"Maple, Mahogany",Solid,Epiphone,,,Used,,,,,,,,,ENS-HBCH1,Les Paul Standard,2002,,,,,,Epiphone Les Paul,,,,,,,6 String,,,0886830617133,,195.0
,Ebony,"Mahogany, Solid Wood",Solid,Epiphone,,,,,China,,Right-Handed,,,,,Does Not Apply,Les Paul Standard,2018,,,,,,,,,,,,,6 String,,,Does not apply,,439.0
,Trans Brazilia,,Solid,Dean,,,,,,,Right-Handed,,,,,Does Not Apply,MLX,,,,,,,,,Right-Handed,,MLX,,,6 String,ML,,Does not apply,,211.45
,See-Thru Black,,Solid,Fernandes,,,,,"Korea, Republic of",,,,,,,FSG0800316,Monterey Elite,2008,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,589.0
,,Rosewood,"Grand Performer, Cutaway",Martin,,,,,,No,,With Pickup,,,,10GPC16E-01,GPC16E,2019,,No,,,,,,Right-Handed,,16,,,6 String,,,Does not apply,,1444.15
,SunBurst,,Solid,Fretlight,,,,,,No,Left-Handed,"Volume Knob, With Pickup",,,,Does Not Apply,FG-621,,,No,,,,,,Left-Handed,,,Full Size,,6 String,,,does not apply,,229.0
,,,,Ibanez,,,Used,,,,,,,,,Does Not Apply,AE28,,,,,,,,,Right-Handed,,Applause,,,6 String,,,Does not apply,,107.5
,Alpine White,Mahogany,Solid,Epiphone,,,,,,,,"EMG EMG-85 Active Neck Humbucker, EMG EMG-81 Active Bridge Humbucker",,,,EX84AWBH3,Explorer,,,,,,,,,Right-Handed,,,,,6 String,,,711106322209,,203.5
,Cherry,,,Epiphone,,,Used,,,,,,,,,EG16CHNH3,G-400,2019,,,,,,,,Right-Handed,,,,,6 String,,,,,224.5
,Burning Water 2K,Solid Wood,Solid,James Tyler,,,Used,,United States,,Right-Handed,,,,,19130,Studio Elite HD,2019,,,,,,Studio,,,,,,,6 String,,,,,4500.0
,White,,Hollow,D'Angelico,,,,,,,,,,,,Does Not Apply,EXL-1,2019,,,,,,,,Right-Handed,,,Full Size,Archtop,6 String,,,Does not apply,,242.5
,Natural,Mahogany Body/Koa Top,Solid,Epiphone,,,,,,,,Epiphone ProBucker Humbucking Pickups,,,,ENCKNAGH3,Les Paul Custom Pro Koa,,,,,,,Epiphone Les Paul Custom Pro,,Right-Handed,,,,,6 String,,,711106338880,,292.88
,Road Worn White,Solid Wood,Solid,Custom by Nate's Relic Guitars,,,New,,United States,No,Right-Handed,,,,,Does Not Apply,Tele Style,2019,,No,,,,,,,,,,,6 String,,,Does not apply,,899.5
,,,Semi-Hollow,Stella,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,Archtop,6 String,,,,,295.0
,,,,Kona,,,New,,,,,,,,,K1EL,,,,,,,,,,,,,,,,,,710552814771,,189.0
,,,Solid,PRS,,,Used,,,,,,,,,Does Not Apply,Custom,,,,,,,,,,,,,,6 String,,,Does not apply,,275.0
,Red,,Solid,Fender,,,Used,,Mexico,,,,,,,Does Not Apply,Stratocaster,2006,,,,,,Fender Stratocaster,,,,,,,6 String,,,Does not apply,,350.0
,Black,,Solid,Fender,,,Used,,Mexico,,,,,,,,Telecaster,,,,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,,,331.0
,natural,,Semi-Hollow,Fender,,,Used,,Mexico,,,,,,,,72 Telecaster Thinline,2000,,,,,,,,Right-Handed,,,,,6 String,,,,,375.0
,,Rosewood,,xaviere,,,New,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,21.5
,Black,,Solid,Fender,,,Used,,Japan,,,,,,,Does Not Apply,Jaguar HH,2004,,No,,,,Fender Jaguar,,Right-Handed,,,Full Size,,6 String,,,,,449.99
,Black,,Solid,Gibson,,,Used,,United States,,,,,,,,Les Paul Studio,1999,,No,,,,Gibson Les Paul,,Right-Handed,,,Full Size,,6 String,,,,,550.0
,Quilted Sunburst,,,Charvel,,,Used,,,,,,,,,,Surfcaster,1992,,,,,,,,Right-Handed,,,,,6 String,,,,,401.66
,Vampyre Red,Ash,Solid,Schecter,,,Used,,"Korea, Republic of",,,,,,,,,,,No,,,,,,Right-Handed,,,,,6 String,,,,,499.0
,Green,,Solid,Fender,,,Used,,Mexico,,,,,,,Does Not Apply,,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,Does not apply,,849.99
,Flamed Natural,Solid Wood,Solid,Unbranded,,,Used,,United States,,Right-Handed,,,,,Does Not Apply,Tuxedo,,,,,,,Airline,,,,,Full Size,,6 String,,,Does not apply,,277.77
,Blue,,Headless,NK,,,Used,,,,,With Pickup,,,,,Strandberg Style,2019,,,,,,,,Right-Handed,,,,,6 String,,,,,375.0
,Multicolor,Poplar,Solid,Peavey,,,Used,,United States,,,,,,,,Predator,1992,,,,,,,,Right-Handed,,,,,6 String,,,,,252.99
,White,,Solid,Fender,,,Used,,,,,,,,,Stratocaster,Stratocaster,2017,,,,,,Fender Stratocaster,,,,,,,6 String,,,Does not apply,,590.0
,,,Solid,Charvel,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,199.0
,Purple,Alder,Solid,Jackson,,,Used,,,,,,,,,,,,,,,,,jtx,,Right-Handed,,,,,6 String,,,,,255.0
,Black,Ash,Solid,Fender,,,Used,,United States,,,,,,,,Custom,,,,,,,Fender Telecaster,,,,,,,6 String,,,,,1399.0
,White,,Semi-Hollow,Guild,,,New,,"Korea, Republic of",No,Right-Handed,"With Pickup, Bigby Style Tremolo",,,,Starfire V,Starfire V,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,799.0
,,,,Gretsch,,,,,,,,,,,,,,,,,,,,Gretsch Electromatic,,Right-Handed,,,,,6 String,,,,,400.0
,,,,Dean,,,New,,,,,,,,,EPV CHW,Eric Peterson V Classic White,,,,,,,,,,,,,,6 String,,,Does not apply,,775.0
Hard Case,Sunburst,Solid Wood,Solid,Gibson,,,Used,,United States,,Right-Handed,,,,,Does Not Apply,J-45,2016,,,,,,,,,,Standard,,,6 String,,,,,1425.0
,,,Hollow,Strad-o-lin,,,Used,,Japan,,,,,,,,ES-335,,,,,,,,,,,,,,6 String,,,Does not apply,,191.25
,Dark red,,Solid,Epiphone by Gibson,,,Used,,,No,,,,,,Does Not Apply,Special II,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,80.0
,Olympic White,Ash,Solid,Fretlight,,,,,,No,Right-Handed,"Volume Knob, With Pickup",,,,Does Not Apply,FG-621,,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,does not apply,,229.0
,,,,Gibson Guitars,,,Used,,,,,,,,,does not apply,,,,,,,,,,,,,,,,,,,,2295.0
,Black,,Solid,Epiphone,,,Used,,,,,,,,,Does Not Apply,SG Special,,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,150.0
,Brown,Maple,Solid,Gibson,,,Used,,United States,,,Dual Humbuckers,,,,,Vintage,1976,,No,,No,,Bolt-On Neck,,Right-Handed,,,,,6 String,,,,,811.0
,,,,Fender,,,Used,,,,,,,,,,CD60CE,,,,,,,,,,,,,,6 String,,,,,116.0
,Black,,Solid,Kenneth,,,,,,,,,,,,Does Not Apply,9910BK,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,109.0
,,Ash,Semi-Hollow,Fender,,,Used,,Mexico,,,,,,,Does Not Apply,Telecaster Thinline Cabronita,,,,,,,Fender Telecaster,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,595.0
,Silver,,Solid,Fender,,,Used,,,,,,,,,Does Not Apply,Stratocaster American Standard,2008,,,,,,American Standard,,Right-Handed,,,Full Size,,6 String,,,,,950.0
,Wine Red,Maple,Hollow,Gibson,,,Used,,United States,,,,,,,Does Not Apply,Howard Roberts Artist,1977,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,3199.99
,Black,,Solid,Fender,,,Used,,Mexico,,,,,,,Stratocaster,Stratocaster,1990,,,,,,Fender Stratocaster,,,,,,,6 String,,,Does not apply,,199.0
,Brown,Mahogany,Solid,Cort,,,Used,,"Korea, Republic of",,,"Volume Knob, With Pickup",,,,275,Vintage,,,,,,,,,,,,,Flat Top,6 String,,,,,175.0
,FireGlo,Maple,Solid,Rickenbacker,,,New,,United States,,,"Volume Knob, With Pickup",,,,,620/12,2019,,,,,,,,Right-Handed,,,,Flat Top,12 String,,,Does not apply,,1749.0
,Anaconda Burst,Acrylic,Solid,Gibson,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,United States,,Right-Handed,,,,,Does Not Apply,SLash Les Paul Limited Edition,2018,,,,,,,,,,,,,6 String,,,Does not apply,,5850.0
,Sienna Sunburst,Rosewood,Solid,Fender,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,United States,,Right-Handed,,Rosewood,,,SN:US19019710,American Pro Stratocaster,2018,,,,,,American Profesional,Electric Guitar,Right-Handed,,,,,6-String,Stratocaster,,,,990.0
,Red,Solid Wood,Solid,Epiphone,,,Used,,Japan,,,"Tone, volume, 3 way switch Dimarzio hot humbuckers, Single Cut, Volume Knob, With Pickup",,,,Does Not Apply,ET-270,,,No,,,,Gibson/Epiphone,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,363.05
,Black,,Solid,Epiphone,,,,,,,,,,,,Does Not Apply,Les Paul ES,2017,,,,,,Epiphone Les Paul,,Right-Handed,,,,,6 String,,,,,220.0
,Natural,"Solid Wood, Ash",Solid,Fender,,,Used,,Japan,,Right-Handed,,,,,,Stratocaster,1998,,,,,,,,,,,,,6 String,,,,,999.0
,Black,,Solid,Jackson,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,Full Size,Archtop,6 String,,,,,199.98
,Pearl White Matte,Solid Wood,Solid,Ibanez,,,,,Indonesia,,Right-Handed,,,Right,,JBM10FX,Jake Bowen Signature,RECENT,,,,,,Signature,,Right-Handed,,Signature,Full Size,Archtop,6 String,S,Electric Guitar,Does not apply,,649.99
,Black,,,Schecter,,,Used,,,,,,,,,1500,,,,,,,,Schecter Damien Platinum,,Right-Handed,,,,,6 String,,,,,475.0
,,,Solid,Schecter,,,Used,,,,,,,,,KM-6 MK-II,,,,No,,,,,,,,,,,6 String,,,,,438.0
,,,,Ibanez,,,"Seller refurbished: An item that has been restored to working order by the eBay seller or a third party not approved by 

																			the manufacturer. This means the item has been inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See the seller’s listing for full details.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,,,,,,TCM50VBS,,,,,,,,,,,,,,,,,,Does Not Apply,,299.99
,,,,Fender,,,New,,,,,,,,,AMELITE-STRAT-HSS-OLP,,,,,,,,,,,,,,,,,,885978853014,,1749.99
,,Mahogany,Solid,Yamaha,,,New,,,,,,,,,SA2200,SA2200 Semi-Hollow,2019,,,,,,,,Right-Handed,,,,,6 String,,,086792523101,,1999.99
,Multicolor,,,Epiphone,,,Used,,,,,,,,,Does Not Apply,Les Paul Junior,,,,,,,Epiphone Les Paul,,,,,,,6 String,,,,,50.0
,,Walnut,,Ibanez,,,Used,,,,,,,,,,RGIR20BE,,,,,,,,,,,,,,6 String,,,,,499.0
,,,,Schecter,,,Used,,,,,,,,,Does Not Apply,DAMIEN PLATINUM,,,,,,,Schecter Damien Platinum,,Right-Handed,,,,,6 String,,,Does not apply,,369.99
,Black Cherry,,Solid,Schecter,,,Used,,"Korea, Republic of",,,,,,,1778,Hellraiser Solo-II,2018,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,649.95
,Sunburst,"Laminate, Maple",Semi-Hollow,Eastman,,,New,,China,,Right-Handed,,,,,Does Not Apply,T486-SB,,,,,,,,,Right-Handed,,,Full Size,Archtop,6 String,,,Does not apply,,999.99
,Translucent ebony fade,Solid Wood,Solid,Gibson,,,,,United States,,Right-Handed,,,,,Does Not Apply,Les Paul standard premium plus HP II,2018,,No,,,,Gibson Les Paul,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,2350.0
,Cherry,,Solid,Epiphone,,,Used,,China,,,,,,,Does Not Apply,SG Special,2004,,,,,,Epiphone SG Special Model,,Right-Handed,,,,Flat Top,6 String,,,Does not apply,,115.0
,Burst,,Solid,Agile,,,Used,,"Korea, Republic of",,,Single Cut,,,,Does Not Apply,AL-3200MCC,,,,,,,,,Right-Handed,,,,,6 String,,,,,300.0
,Black,,Solid,Gibson,,,Used,,United States,,,"Volume Knob, With Pickup",,,,Les Paul Studio,Les Paul Studio,1996,,,,,,Gibson Les Paul,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,729.99
,,Maple,Hollow,Godin,,,New,,,,,,,,,30293,30293,,,,,,,,,,,A,,,6 String,,,0623501030293,,995.0
,Inca Silver,,Jaguar,Fender,,,Used,,,,,,,,,,62' Reissue,2001,Mastery Bridge; Locking Tuners,Yes,,,,Fender Jaguar,,Right-Handed,,,,,6 String,,,,,1275.0
,Red,,,Gibson,,,Used,,China,No,,,,,,Does Not Apply,Flying V,,,No,,,,,,Right-Handed,,,,,6 String,,,,,119.0
,Bing Cherry,Flame Maple over Alder,Flame Maple/Rosewood Neck,FENDER,,,New,,United States,,,,,,,0170612830,,,,,,,,,,Right-Handed,,,,,6 String,,,,,2250.0
,Brown,,Solid,Fender,,,Used,,Mexico,,,,,,,,,2012,,,,,,Fender Stratocaster,,Right-Handed,,,Full Size,,6 String,,,,,271.0
,Black,,,Jackon,,,Used,,,No,Right-Handed,,,,,Does Not Apply,USA Select Soloist,,,No,,,,Jackson USA select,,Right-Handed,,,,,6 String,,,,,1495.0
,,,,Fender,,,Used,,,,,,,,,,,,,,,,,Fender Stratocaster,,,,,,,6 String,,,,,1895.0
,Aged Cherry Sunburst,Maple,Solid,Fender,,,Used,,United States,,,,,,,0114212796,Telecaster American Elite,2016,,No,,,,Fender Telecaster,,Right-Handed,,,Full Size,,6 String,,,,,1099.0
,WHITE BLACK STRIPES,Basswood,STRAT,FENDER SQUIER,,,Used,,Mexico,,,,,,,,78 ERUPTION,,CUSTOM PAINTED WHITE / BLACK ERUPTION STRIPES,Yes,,,,,,Right-Handed,,,Full Size,,6 String,,,,,379.95
,Natural,,Solid,Traveler Ultra Light,,,Used,,China,,,With Pickup,,,,,acoustic/electric,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,117.0
,Honey Burst,,,Epiphone,,,,,,,,,,,,Does Not Apply,Les Paul,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,157.06
,Dark Burst,,,Gibson Memphis,,,Used,,,,,,,,,Does not apply,ES-335,2017,,,,,,Studio,,Right-Handed,,,,,6 String,,,Does not apply,,1050.0
,Blue,,Solid,ESP,,,Used,,,,,,,,,,EC 200 QM,,,Yes,,,,ESP LTD,,Right-Handed,,,Full Size,,6 String,,,,,135.0
,White,Laminate,Solid,VESTER,,,New,,"Korea, Republic of",,,,,,,,stage series,1987-1988,,Yes,,,,,,Right-Handed,,,Full Size,,6 String,,,,,150.0
,Honey Sunburst,,Hollow,Guild,,,Used,,United States,,,,,,,,T-50 Cordoba,1964,,,,,,,,Right-Handed,,,,,6 String,,,,,1100.0
,Black,,Solid,Epiphone,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,Does not apply,,700.0
,Silverburst,Mahogany,Solid,Gibson,,,Used,,,,,"PRS Phase III Locking Tuners, DiMarzio Mo’ Joe Bridge Pickup, DiMazio PAF Joe Neck Pickup, Bone Nut, 24.75 Scale Length, 22 Frets",,,,,Les Paul Custom,2015,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,,,2800.0
,Natural Mocha,Solid Wood,,Tom Anderson,,,New,,United States,,Right-Handed,,,,,Does Not Apply,,2018,,,,,,,,,,,,,6 String,,,Does not apply,,3599.0
,,,,Ibanez,,,Used,,,,Right-Handed,,,,,,SGT110-NT-2Y-02,,,,,,,,,,,,,,6 String,,,,,25.0
,Transparent Orange,Solid Wood,,Tom Anderson,,,New,,United States,,Right-Handed,,,,,Does Not Apply,,2016,,,,,,,,,,,,,6 String,,,Does not apply,,3699.0
,Black,,Solid,YAMAHA,,,Used,,Japan,,,,,,,Does not apply,SG500,1977,,,,,,,,,,,Full Size,Flat Top,6 String,,,,,404.0
,Blue Sparkle,,Solid,Epiphone,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,Les Paul Standard,2001,,,,,,Epiphone Les Paul,,Right-Handed,,,,,6 String,,,Does not apply,,399.99
,Black,,Solid,B.C. Rich,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,Virgin,,,,,,,,,,,,,,6 String,,,Does not apply,,349.99
,black and gold,,solid,Gibson,,,Used,,,,,,,,,,Les Paul Studio,2010,,,,,,Gibson Les Paul,,,,,,,,,,Does not apply,,522.0
,yellow red sunburst,,Solid,Epiphone,,,Used,,,,,"Single Cut, Volume Knob, With Pickup",,,,,Les Paul Standard Vintage Sunburst,,,No,,,,Epiphone Les Paul,,Right-Handed,,,Full Size,,6 String,,,,,226.0
,Blue,,Solid,B.C. Rich,,,Used,,,,Right-Handed,,,,,Does Not Apply,Beast NJ,,,,,,,,,,,,,,6 String,,,Does not apply,,599.99
